informative_lh,prior,lh,left_pred,red_observation,run
False,0.8,0.6,0.72,False,85
True,0.4,0.7,0.1,False,86
False,0.2,0.4,0.267,True,86
True,0.6,0.7,0.5,False,87
False,0.8,0.5,0.64,False,87
True,0.5,0.8,70,False,88
False,0.9,0.5,0.6,False,88
True,0.5,0.2,0.5,False,89
False,0.2,0.6,0.2,True,89
True,0.4,0.7,49,False,90
False,0.2,0.5,0.33,True,90
True,0.4,0.8,0.4,False,91
False,0.3,0.4,0.25,False,91
True,0.5,0.2,0.22,True,92
False,0.3,0.5,0.58,True,92
True,0.5,0.1,0.06,False,93
False,0.3,0.4,0.44,True,93
True,0.5,0.7,0.43,False,94
False,0.3,0.5,0.33,True,94
True,0.6,0.9,0.6,False,95
False,0.7,0.5,0.35,True,95
True,0.4,0.9,0.8,True,96
False,0.1,0.5,0.5,False,96
True,0.5,0.9,0.69,True,97
False,0.8,0.6,0.75,True,97
True,0.4,0.2,0.4,False,98
False,0.1,0.5,0.5,True,98
True,0.5,0.2,0.375,False,99
False,0.8,0.4,0.56,True,99
True,0.5,0.8,0.0625,False,100
False,0.3,0.5,0.5,False,100
True,0.4,0.2,0.4,False,101
False,0.7,0.5,0.7,False,101
True,0.5,0.9,0.55,False,102
False,0.1,0.5,0.0556,True,102
True,0.5,0.3,0.42,True,103
False,0.2,0.4,0.26,True,103
True,0.5,0.1,0.25,False,104
False,0.2,0.4,0.4,False,104
True,0.5,0.9,0.26,False,105
False,0.8,0.6,0.75,False,105
True,0.4,0.8,0.8,True,106
False,0.2,0.5,0.17,False,106
True,0.6,0.7,0.42,False,107
False,0.7,0.6,0.42,False,107
True,0.4,0.1,0.4,True,108
False,0.9,0.5,0.45,False,108
True,0.4,0.8,0.32,True,109
False,0.2,0.5,0.4,False,109
True,0.6,0.8,0.48,True,110
False,0.7,0.5,0.7,False,110
True,0.6,0.7,0.43,False,111
False,0.7,0.5,0.7,False,111
True,0.6,0.3,0.18,True,112
False,0.9,0.6,0.45,True,112
True,0.5,0.2,0.4,False,113
False,0.1,0.5,0.05,True,113
True,0.5,0.1,0.5,True,114
False,0.2,0.6,0.4,False,114
True,0.5,0.8,0.45,False,115
False,0.7,0.5,0.7,False,115
True,0.4,0.8,0.4,False,116
False,0.2,0.4,0.25,True,116
True,0.5,0.9,0.05,False,117
False,0.2,0.5,0.27,False,117
True,0.6,0.7,0.37,False,118
False,0.7,0.5,0.7,False,118
True,0.5,0.9,0.818,True,119
False,0.8,0.5,0.8,True,119
True,0.4,0.7,0.7,False,120
False,0.7,0.5,0.7,False,120
True,0.5,0.1,0.25,True,121
False,0.7,0.5,0.71,False,121
True,0.5,0.3,0.7,False,122
False,0.8,0.5,0.4,False,122
True,0.6,0.7,0.42,True,123
False,0.3,0.6,0.36,False,123
True,0.6,0.9,0.6,False,124
False,0.1,0.6,0.7,False,124
True,0.4,0.7,0.4,True,125
False,0.8,0.4,0.75,True,125
True,0.5,0.7,0.43,False,126
False,0.7,0.5,0.7,True,126
True,0.5,0.3,0.45,False,127
False,0.1,0.4,0.4,True,127
True,0.5,0.1,0.25,True,128
False,0.3,0.5,0.4,True,128
True,0.6,0.7,0.55,False,129
False,0.2,0.5,0.1,False,129
True,0.4,0.9,0.6,False,130
False,0.8,0.5,0.43,True,130
True,0.6,0.9,0.67,True,131
False,0.7,0.5,0.7,True,131
True,0.5,0.2,0.444,True,132
False,0.8,0.5,0.8,True,132
True,0.5,0.9,0.45,True,133
False,0.3,0.6,0.18,True,133
True,0.5,0.7,0.583,True,134
False,0.3,0.4,0.3,False,134
True,0.5,0.3,0.42,False,135
False,0.1,0.6,0.27,False,135
True,0.5,0.3,0.556,False,136
False,0.1,0.5,0.05,False,136
True,0.4,0.2,0.11,True,137
False,0.9,0.5,0.9,False,137
True,0.5,0.3,0.27,True,138
False,0.8,0.5,0.7,False,138
True,0.6,0.2,0.4,True,139
False,0.1,0.5,0.1,True,139
True,0.5,0.8,0.375,False,140
False,0.3,0.6,0.42,True,140
True,0.5,0.2,0.67,True,141
False,0.1,0.4,0.33,True,141
True,0.4,0.2,0.4,True,142
False,0.2,0.5,0.1,False,142
True,0.5,0.9,0.25,False,143
False,0.1,0.4,0.4,False,143
True,0.5,0.1,0.67,True,144
False,0.3,0.5,0.15,False,144
True,0.4,0.2,0.067,False,145
False,0.3,0.5,0.3,True,145
True,0.4,0.1,0.4,True,146
False,0.8,0.4,0.64,False,146
True,0.5,0.1,0.33,False,147
False,0.3,0.6,0.42,True,147
True,0.4,0.2,0.6667,True,148
False,0.1,0.5,0.5,True,148
True,0.5,0.8,0.28,False,149
False,0.8,0.4,0.36,False,149
True,0.5,0.7,0.35,True,150
False,0.9,0.5,0.5,False,150
True,0.6,0.3,0.42,False,151
False,0.8,0.5,0.8,True,151
True,0.4,0.7,0.43,False,152
False,0.2,0.5,0.1,True,152
True,0.5,0.1,0.25,False,153
False,0.2,0.5,0.33,False,153
True,0.5,0.2,0.0625,True,154
False,0.9,0.5,0.9,True,154
True,0.5,0.1,0.25,False,155
False,0.3,0.4,0.12,False,155
True,0.5,0.3,0.3,True,156
False,0.1,0.6,0.27,True,156
True,0.5,0.8,0.67,True,157
False,0.9,0.4,0.67,False,157
True,0.5,0.2,0.67,False,158
False,0.1,0.6,0.06,False,158
True,0.5,0.1,0.5,False,159
False,0.8,0.5,0.8,False,159
True,0.5,0.9,0.05,False,160
False,0.1,0.4,0.067,False,160
True,0.4,0.8,0.4,False,161
False,0.8,0.5,0.8,True,161
True,0.5,0.9,0.55,True,162
False,0.3,0.4,0.42,True,162
True,0.5,0.8,0.75,False,163
False,0.2,0.5,0.2,False,163
True,0.4,0.9,0.4,False,164
False,0.7,0.5,0.35,False,164
True,0.6,0.2,0.67,False,165
False,0.9,0.5,0.47,False,165
True,0.6,0.9,0.75,True,166
False,0.2,0.5,0.417,True,166
True,0.6,0.1,0.42,True,167
False,0.2,0.6,0.2,False,167
True,0.5,0.7,0.25,True,168
False,0.3,0.6,0.21,True,168
True,0.5,0.7,0.71,False,169
False,0.7,0.6,0.35,True,169
True,0.6,0.3,0.42,False,170
False,0.2,0.5,0.67,True,170
True,0.4,0.7,0.6,True,171
False,0.8,0.5,0.7,False,171
True,0.5,0.9,0.95,False,172
False,0.7,0.5,0.7,True,172
True,0.6,0.8,0.72,True,173
False,0.3,0.6,0.3,True,173
True,0.5,0.7,0.36,False,174
False,0.7,0.4,0.67,False,174
True,0.5,0.3,0.5,True,175
False,0.8,0.5,0.33,True,175
True,0.4,0.2,0.08,False,176
False,0.9,0.4,0.6,False,176
True,0.5,0.7,0.42,False,177
False,0.1,0.5,0.05,False,177
True,0.5,0.9,0.5,False,178
False,0.8,0.5,0.75,False,178
True,0.4,0.2,0.33,False,179
False,0.9,0.5,0.9,True,179
True,0.6,0.1,0.75,True,180
False,0.9,0.4,0.6,True,180
True,0.6,0.3,0.157,True,181
False,0.7,0.5,0.7,False,181
True,0.5,0.7,0.7,True,182
False,0.2,0.4,0.286,False,182
True,0.5,0.2,0.25,False,183
False,0.2,0.5,0.5,True,183
True,0.6,0.9,0.65,True,184
False,0.1,0.5,0.5,False,184
True,0.6,0.8,0.6,False,185
False,0.3,0.4,0.1,True,185
True,0.4,0.1,0.4,True,186
False,0.9,0.6,0.57,True,186
True,0.5,0.9,0.75,True,187
False,0.9,0.5,0.9,True,187
True,0.4,0.3,0.57,False,188
False,0.8,0.5,0.8,False,188
True,0.5,0.1,0.25,True,189
False,0.7,0.5,0.25,False,189
True,0.6,0.1,0.6,False,190
False,0.9,0.4,0.72,False,190
True,0.5,0.9,0.45,True,191
False,0.8,0.4,0.36,True,191
True,0.5,0.1,0.27,True,192
False,0.9,0.5,0.6,False,192
True,0.6,0.8,0.67,False,193
False,0.3,0.6,0.67,False,193
True,0.6,0.8,0.4,False,194
False,0.7,0.5,0.7,False,194
True,0.4,0.2,0.87,False,195
False,0.9,0.4,0.7,True,195
True,0.4,0.7,0.6,True,196
False,0.8,0.4,0.4,False,196
True,0.4,0.9,0.4,False,197
False,0.7,0.6,0.71,True,197
True,0.5,0.8,0.7,True,198
False,0.8,0.6,0.56,True,198
True,0.4,0.1,0.36,True,199
False,0.1,0.4,0.27,False,199
